Number_of_Riders,Number_of_Drivers,Location_Category,Customer_Loyalty_Status,Number_of_Past_Rides,Average_Ratings,Time_of_Booking,Vehicle_Type,Expected_Ride_Duration,Historical_Cost_of_Ride,Adjusted_Cost,Profit,Profit_Percentage
48,11,Urban,Regular,86,3.55,Night,Economy,15,57.89462608061131,87.0487226051494,29.154096524538083,50.357172156090115
51,6,Rural,Gold,64,4.57,Morning,Economy,34,142.5577269374603,250.7512901210606,108.1935631836003,75.8945625101504
68,23,Suburban,Gold,96,4.77,Morning,Economy,105,359.128113102171,422.28936211075745,63.161249008586424,17.587386424024455
89,8,Suburban,Silver,18,3.83,Morning,Economy,121,407.5520587692045,699.2555992508139,291.7035404816094,71.57454715418338
84,55,Suburban,Regular,1,4.47,Afternoon,Economy,146,487.3991192361553,471.6297307279349,-15.769388508220402,-3.2354158811230422
50,8,Rural,Regular,25,3.8,Evening,Premium,13,89.61312852216915,147.37934223225903,57.766213710089886,64.46177548170216
99,40,Urban,Gold,26,4.83,Evening,Premium,151,510.6580782397596,484.4837085155878,-26.17436972417181,-5.125615522307013
21,9,Urban,Gold,91,4.82,Morning,Economy,47,171.6271185714875,262.9816213892782,91.35450281779069,53.228477864201274
53,19,Suburban,Silver,54,3.84,Evening,Economy,132,520.5653406452625,651.5125925878997,130.9472519426372,25.154815681797526
60,16,Urban,Gold,68,4.23,Night,Economy,108,458.096326804516,617.2120647966774,159.11573799216137,34.73412221007854
32,22,Suburban,Silver,9,4.68,Night,Premium,135,530.1491563778454,607.644669674914,77.49551329706856,14.617681149686923
51,25,Rural,Regular,21,4.43,Evening,Premium,38,200.2582591219043,222.50081847562194,22.24255935371764,11.106937337439753
22,5,Urban,Regular,75,4.39,Night,Premium,19,128.0167601925525,224.31812748404923,96.30136729149672,75.22559323220487
21,7,Rural,Regular,6,4.96,Afternoon,Premium,180,836.1164185613576,1363.7370688907517,527.6206503293942,63.10373036774367
55,21,Rural,Silver,49,4.59,Morning,Economy,111,471.0890518884983,567.3898725231215,96.30082063462322,20.44216910763967
42,31,Rural,Gold,32,4.75,Night,Economy,12,50.6401755820817,50.220986478036366,-0.41918910404533705,-0.8277797207987192
86,26,Rural,Silver,31,3.69,Afternoon,Economy,85,263.1611767019543,298.3834192829348,35.22224258098055,13.384285259094977
48,18,Rural,Silver,60,4.47,Afternoon,Premium,124,524.1655595085831,665.9727819743114,141.80722246572827,27.053899267757252
82,65,Urban,Gold,43,4.8,Night,Premium,112,330.2265438250878,323.9918395647113,-6.234704260376475,-1.8880082104117082
63,48,Rural,Regular,88,4.09,Morning,Economy,70,212.7407519371268,198.57183157104262,-14.168920366084166,-6.660181576434231
44,24,Urban,Regular,83,3.61,Night,Economy,13,48.92895253547415,54.88223752853195,5.9532849930578,12.16720302512421
39,18,Suburban,Gold,78,4.21,Afternoon,Economy,165,734.3951190125542,922.236353308083,187.8412342955288,25.57768011150381
23,7,Rural,Gold,98,4.35,Morning,Economy,76,281.33950234360725,460.30766348555477,178.96816114194752,63.61288039934365
31,7,Rural,Silver,27,4.73,Morning,Premium,141,476.28985780068655,788.613069820729,312.3232120200425,65.57418910035676
44,7,Rural,Regular,55,3.66,Night,Premium,103,490.3421583214189,826.3913799864038,336.0492216649849,68.53361799755854
23,5,Urban,Gold,92,3.71,Night,Economy,105,363.4447759027239,637.8368572349344,274.3920813322105,75.4975995048149
63,46,Urban,Silver,36,4.59,Morning,Economy,18,49.83993575677632,46.31025218100201,-3.529683575774314,-7.082038775088935
25,15,Urban,Gold,15,4.18,Morning,Premium,176,516.8295590439432,680.5713209000379,163.74176185609474,31.68196535797843
27,11,Rural,Regular,1,4.34,Night,Economy,99,262.6864663772181,383.8083503363306,121.1218839591125,46.10891669812228
57,28,Urban,Gold,27,4.58,Afternoon,Economy,107,423.5098573724167,449.6448406927664,26.134983320349704,6.171044868353017
83,26,Suburban,Gold,77,3.62,Night,Premium,74,373.975635759196,422.7791616573047,48.80352589810872,13.049921233246717
80,5,Suburban,Regular,53,3.67,Evening,Premium,48,184.24294467848267,347.0273557759397,162.78441109745705,88.35313144909168
50,40,Rural,Silver,61,4.7,Evening,Premium,73,319.11098294212263,287.5101615749216,-31.600821367201036,-9.902768333402207
84,8,Rural,Gold,21,4.63,Night,Economy,172,549.2008068168793,937.7156464367712,388.51483961989186,70.74185521898457
90,54,Rural,Regular,1,3.59,Afternoon,Premium,87,427.8571629452071,415.67399363963557,-12.183169305571539,-2.8474851797986043
28,9,Urban,Silver,68,4.82,Evening,Premium,43,164.316390505398,254.47869680593945,90.16230630054145,54.87115802825495
97,64,Rural,Silver,62,3.52,Morning,Premium,152,638.1340201838489,634.2414102070561,-3.8926099767927553,-0.6099988174382678
99,22,Suburban,Silver,7,4.4,Morning,Economy,39,131.44358716419623,162.47782514920334,31.03423798500711,23.610309680790948
96,53,Rural,Regular,58,4.28,Afternoon,Economy,21,55.6373707994896,54.25640153996549,-1.3809692595241145,-2.482089357710597
88,69,Rural,Gold,89,3.6,Evening,Premium,107,467.92749485577286,464.26985075317214,-3.6576441026007274,-0.781668985646613
53,17,Rural,Silver,78,4.03,Afternoon,Premium,26,120.24719290813758,157.11284165939216,36.86564875125458,30.658219838377406
28,14,Rural,Silver,77,3.58,Afternoon,Economy,98,374.65518279544045,507.5685271214723,132.91334432603185,35.47617927885486
59,21,Rural,Regular,97,3.6,Afternoon,Premium,67,269.44414015954374,326.05303895531,56.608898795766265,21.009511939004096
50,27,Suburban,Gold,100,4.22,Morning,Premium,173,685.6696935694298,734.3818736481153,48.71218007868549,7.104321590342096
89,8,Urban,Gold,40,3.59,Morning,Premium,151,528.0024896243917,905.9178805358641,377.9153909114724,71.57454715418336
83,34,Urban,Silver,96,4.71,Evening,Premium,176,812.0729938599545,805.1797516878233,-6.893242172131181,-0.8488451437556302
73,14,Urban,Gold,28,4.31,Evening,Economy,29,118.97305838669006,170.4490388155611,51.47598042887104,43.26692204680673
76,35,Suburban,Regular,8,4.89,Afternoon,Premium,138,406.5899107855241,394.2919587595959,-12.297952025928225,-3.0246574496078398
56,35,Rural,Silver,33,3.97,Morning,Economy,47,134.77582951421903,127.83879178301024,-6.93703773120879,-5.147093329874051
40,20,Rural,Regular,11,4.4,Afternoon,Economy,83,343.79851998722387,414.5857373578759,70.78721737065206,20.58973883112779
27,6,Urban,Silver,92,3.73,Night,Premium,125,460.2837624776103,783.8171212111209,323.5333587335106,70.28997872790447
32,7,Urban,Regular,79,4.05,Morning,Economy,83,306.390461217286,508.03024255620005,201.63978133891408,65.8113769396741
48,24,Urban,Silver,35,4.2,Night,Premium,51,251.4211394087152,283.4521547142875,32.03101530557228,12.739984943550045
71,41,Urban,Gold,31,3.81,Afternoon,Premium,140,614.63671317069,568.8832547186793,-45.753458452010705,-7.443983978110428
53,6,Rural,Silver,74,4.12,Night,Economy,76,231.1651667910225,407.5983484805927,176.43318168957018,76.32342888799893
87,44,Rural,Silver,61,3.87,Evening,Premium,16,117.76366453355408,111.66188425528148,-6.101780278272599,-5.181377721592585
36,16,Urban,Regular,82,4.62,Afternoon,Premium,72,253.4912438007839,331.3849863744001,77.89374257361621,30.728376020290497
39,20,Rural,Gold,71,4.11,Morning,Economy,111,404.5983991889042,487.2509672727079,82.65256808380371,20.428298344604624
91,81,Rural,Gold,15,4.68,Evening,Premium,20,135.1772701347079,136.3262964299336,1.1490262952256955,0.850014424822057
31,18,Urban,Regular,46,4.86,Night,Economy,128,360.8585507409454,448.1454685165069,87.2869177755615,24.188679358251758
94,67,Suburban,Silver,34,4.64,Night,Premium,64,231.3263184773236,230.2281305080774,-1.0981879692461973,-0.4747354198497091
83,18,Urban,Gold,12,4.98,Morning,Economy,81,286.409294385432,378.35660540436726,91.94731101893524,32.10346620078544
34,9,Urban,Silver,65,4.69,Afternoon,Premium,107,508.7118174567975,794.6746635194069,285.96284606260934,56.21313212109425
32,6,Rural,Gold,75,4.47,Morning,Premium,154,721.7212691270341,1238.0030752839737,516.2818061569395,71.53479164905502
22,7,Urban,Gold,15,3.53,Evening,Premium,180,552.2693747461685,902.1833539112342,349.9139791650657,63.35929442509672
49,20,Rural,Silver,52,4.74,Afternoon,Premium,162,510.62689141008207,622.9460191925534,112.31912778247136,21.996320536959026
61,38,Urban,Silver,95,3.5,Night,Economy,164,415.9794524398186,379.8687287134086,-36.110723726410015,-8.68089121099901
21,9,Urban,Gold,48,4.4,Afternoon,Premium,152,660.0597080304599,1011.3994436099646,351.3397355795047,53.22847786420124
40,18,Urban,Silver,16,4.59,Afternoon,Premium,157,644.0445755475266,809.8604440650147,165.81586851748807,25.746023615915366
22,6,Urban,Silver,82,4.3,Morning,Premium,172,710.884313751738,1201.3807635835124,490.4964498317744,68.9980690730321
34,11,Suburban,Gold,66,4.59,Morning,Economy,134,478.20015364109577,705.7927308766472,227.5925772355514,47.59358095195569
56,31,Rural,Silver,9,4.79,Afternoon,Premium,167,744.4180991800615,751.2464961084395,6.82839692837797,0.9172798103510783
93,36,Urban,Gold,60,4.63,Afternoon,Economy,111,478.7697584495512,465.17837981569846,-13.591378633852742,-2.838813102537446
38,9,Suburban,Gold,57,4.26,Morning,Premium,16,104.0560727191975,163.44799586098094,59.39192314178344,57.07684481044816
76,26,Suburban,Silver,74,4.18,Evening,Premium,159,486.1839276370279,545.7413791573381,59.55745152031017,12.24998362446366
47,24,Suburban,Silver,11,3.62,Night,Premium,148,657.0936874279021,739.8753151494798,82.7816277215777,12.598146855681172
64,10,Urban,Silver,62,4.98,Evening,Economy,38,96.3007413779792,151.71834821248999,55.41760683451079,57.546396882862396
56,10,Rural,Gold,28,3.8,Afternoon,Economy,144,609.9082747031204,952.0827731551093,342.17449845198894,56.10261618741706
44,25,Rural,Silver,32,4.43,Night,Premium,154,502.1012063441772,552.9736852631155,50.87247891893827,10.131917286027495
34,6,Rural,Regular,11,3.75,Morning,Economy,179,465.719058488387,801.1315790406068,335.41252055221975,72.0203552847695
45,18,Suburban,Silver,70,3.84,Night,Economy,122,308.43591786214927,390.39139680667836,81.95547894452909,26.57131488206177
31,7,Rural,Regular,22,4.88,Afternoon,Premium,172,806.0212701919081,1334.5631820966476,528.5419119047394,65.57418910035678
95,28,Rural,Regular,34,4.48,Evening,Economy,163,576.9675719994219,637.294067586037,60.326495586615124,10.455786167940055
82,59,Rural,Regular,39,3.5,Night,Premium,67,284.2944207006542,276.4271290514387,-7.867291649215474,-2.767304272038206
95,38,Urban,Silver,39,3.71,Afternoon,Premium,97,478.3662772118347,452.3680980805763,-25.998179131258382,-5.4347850945491345
27,12,Suburban,Silver,1,4.93,Evening,Economy,41,119.4823999754907,169.9840937211824,50.50169374569171,42.26705670128075
94,23,Suburban,Regular,71,4.15,Night,Premium,154,532.5097779421501,642.7783483832882,110.26857044113808,20.70733252397053
66,15,Urban,Silver,88,4.21,Evening,Premium,65,291.9008795114952,405.2378063779904,113.33692686649522,38.82719608661952
40,6,Rural,Gold,37,4.75,Afternoon,Premium,148,707.8553931548287,1227.6860679514882,519.8306747966595,73.43741106214294
56,27,Suburban,Silver,62,4.74,Evening,Premium,129,435.7154538108565,470.0675428122332,34.352089001376726,7.884064864104848
54,6,Suburban,Gold,48,4.26,Morning,Economy,154,504.0841142440527,889.8895615524171,385.8054473083644,76.53592652625755
46,15,Suburban,Silver,96,4.69,Morning,Premium,116,497.3770093020007,674.321066333769,176.94405703176824,35.57543950012578
65,16,Suburban,Silver,82,3.62,Evening,Premium,146,460.8002858653508,624.3765535587108,163.57626769336002,35.49829996007385
96,48,Urban,Gold,11,4.19,Night,Economy,79,272.4960775620536,263.03448933476596,-9.46158822728762,-3.4721924483969864
47,9,Suburban,Gold,88,4.06,Night,Economy,93,246.9535423209308,392.502791720139,145.54924939920818,58.937907118602205
20,7,Urban,Silver,55,4.43,Night,Economy,153,482.7422075016093,786.1271184171916,303.3849109155823,62.84615395155206
94,57,Suburban,Regular,13,4.04,Afternoon,Economy,60,205.495759583372,201.4668364809173,-4.028923102454712,-1.9605869778641987
52,30,Suburban,Silver,25,3.67,Night,Economy,142,531.6062153403296,542.6374225066461,11.031207166316449,2.0750711425099437
71,6,Suburban,Gold,48,4.05,Afternoon,Economy,157,550.9983736824666,991.6150382118171,440.6166645293505,79.96696280328266
46,8,Rural,Gold,39,3.97,Evening,Premium,123,396.9586997774456,649.5781924707233,252.61949269327766,63.63873441617691
53,40,Urban,Regular,13,3.79,Night,Economy,118,318.2115758092651,287.752875661743,-30.45870014752211,-9.571839135663293
26,11,Urban,Regular,97,3.64,Morning,Economy,141,427.0550612068028,623.0330368135909,195.9779756067881,45.890563866162715
100,46,Suburban,Gold,74,3.74,Afternoon,Economy,171,448.31285347772814,432.3649613997518,-15.947892077976348,-3.557313147339557
74,38,Urban,Regular,95,5.0,Evening,Economy,167,455.4083398759809,421.83530556007275,-33.57303431590816,-7.372072791870904
53,5,Rural,Gold,100,4.46,Night,Premium,33,179.17081970350634,327.56168753538947,148.39086783188313,82.82089018593642
75,63,Urban,Gold,24,4.18,Afternoon,Economy,29,104.18588264010208,101.20179626461454,-2.9840863754875357,-2.8641945529181845
44,9,Suburban,Regular,54,4.2,Morning,Premium,13,91.67748868757226,145.15260881317337,53.47512012560111,58.32960838165951
76,60,Suburban,Regular,81,3.6,Evening,Premium,72,264.08573637935564,255.62226249879808,-8.463473880557558,-3.2048205240437113
88,18,Suburban,Silver,80,4.83,Evening,Economy,109,424.65693227127065,563.738474356626,139.0815420853554,32.751506337475774
54,35,Rural,Gold,95,4.98,Evening,Premium,61,218.9504185416184,207.18649645953553,-11.763922082082871,-5.372870333128305
49,30,Urban,Regular,7,3.97,Afternoon,Premium,77,248.1703336422785,252.38617982152675,4.215846179248246,1.6987712098276482
25,8,Urban,Silver,11,4.0,Afternoon,Economy,109,422.4367392307234,671.4181428867482,248.98140365602484,58.93933470593286
36,18,Suburban,Gold,15,4.21,Afternoon,Economy,86,280.5240756909656,350.8396366119803,70.31556092101471,25.06578472732465
42,25,Suburban,Silver,44,4.99,Morning,Premium,122,565.9834811108678,621.706055198226,55.72257408735811,9.84526509112779
29,14,Rural,Gold,2,4.69,Night,Premium,180,828.2131345744126,1123.6812816571355,295.4681470827229,35.6753756669837
52,16,Urban,Silver,63,4.13,Morning,Economy,49,132.84680584297232,177.30341255122056,44.456606708248245,33.464565765169304
37,6,Rural,Gold,59,4.73,Evening,Economy,20,86.17345483820148,148.85268943080064,62.67923459259916,72.73612820825757
91,17,Rural,Gold,21,4.84,Afternoon,Premium,149,545.3868063047398,742.1047526631245,196.71794635838467,36.069436239436044
29,8,Rural,Silver,79,4.26,Morning,Premium,133,531.0619846358322,849.1088266566229,318.0468420207907,59.88883618526876
62,45,Rural,Regular,87,4.74,Afternoon,Premium,20,108.6023564641184,100.55804543989139,-8.044311024227014,-7.407123828740132
69,7,Urban,Regular,51,4.56,Afternoon,Premium,103,462.66304412150464,803.1279876682825,340.4649435467778,73.58809999472638
32,14,Suburban,Silver,80,3.56,Afternoon,Premium,80,254.9510771161675,347.407479819182,92.4564027030145,36.264370305400625
78,31,Urban,Gold,6,3.78,Evening,Premium,64,271.0126649576171,280.19500900323123,9.182344045614116,3.38816049318216
53,10,Rural,Silver,10,3.58,Evening,Economy,168,424.48842846396354,660.2645523927563,235.77612392879274,55.54359273866724
60,50,Suburban,Silver,54,4.57,Afternoon,Premium,38,151.77728650517233,141.78850988455045,-9.988776620621877,-6.581206483936894
97,58,Urban,Gold,1,4.11,Morning,Premium,83,383.0749064097095,377.2405896867577,-5.834316722951826,-1.52302242337739
87,77,Urban,Gold,12,3.56,Night,Premium,11,97.78450586126137,97.83489407514044,0.05038821387907433,0.05152985479168463
74,20,Rural,Silver,68,4.36,Night,Economy,32,119.59407325541466,150.12403340416174,30.52996014874708,25.527987564688807
90,58,Urban,Gold,1,4.7,Afternoon,Premium,21,126.57277068445282,123.83194501706348,-2.7408256673893447,-2.165414925001721
21,8,Rural,Regular,69,4.24,Afternoon,Premium,176,829.5343798843528,1310.3381343868948,480.803754502542,57.96067844343858
70,35,Urban,Silver,35,4.9,Night,Premium,108,418.815349545453,403.582175465803,-15.233174079649984,-3.6372052973184466
37,7,Suburban,Regular,1,3.92,Evening,Economy,62,233.21310275336955,389.4020507272503,156.18894797388074,66.97262980933607
30,11,Rural,Gold,93,3.56,Night,Premium,155,701.141472496938,1028.9558812428656,327.8144087459276,46.7543886084073
64,22,Urban,Regular,26,4.24,Evening,Premium,115,388.72966746525947,463.88834091069714,75.15867344543767,19.334432058020003
40,23,Urban,Silver,6,3.96,Night,Economy,178,528.60807288888,600.9682072033911,72.36013431451113,13.688806135528342
28,18,Urban,Gold,100,3.62,Afternoon,Premium,92,382.03843862699455,472.3798737144443,90.34143508744972,23.647210844052033
85,19,Rural,Gold,17,3.69,Morning,Economy,164,587.331264277609,761.0986980792426,173.76743380163362,29.58593290880909
92,77,Urban,Gold,100,4.26,Night,Economy,47,167.7398193291184,168.63063761803832,0.8908182889199168,0.5310714489158135
93,56,Suburban,Regular,56,4.65,Evening,Premium,86,304.8360144837103,298.06568893975185,-6.7703255439584495,-2.220972989502275
36,25,Rural,Regular,26,3.57,Afternoon,Economy,122,354.1540979676975,385.8940369949472,31.739939027249704,8.962183187880186
94,50,Suburban,Regular,88,4.95,Night,Premium,49,250.4603273046531,242.34672864209537,-8.113598662557735,-3.2394745905959685
27,8,Rural,Gold,48,4.18,Afternoon,Economy,167,495.2197782062817,789.467535064853,294.2477568585713,59.417610080993896
86,41,Rural,Regular,96,4.5,Morning,Premium,68,301.5483736351267,283.40936233874487,-18.139011296381852,-6.015290706999481
22,11,Rural,Regular,39,4.63,Evening,Economy,101,433.03454356764814,627.9020686226837,194.86752505503557,45.00045734217358
95,56,Rural,Silver,86,3.79,Morning,Premium,147,671.4712089285143,657.7832842671482,-13.687924661366083,-2.0384976272040456
99,89,Urban,Silver,63,4.84,Afternoon,Economy,16,49.71329085631081,50.880600689329285,1.1673098330184715,2.3480840091484074
22,8,Rural,Regular,4,4.84,Morning,Economy,122,408.129769999122,645.6946972868968,237.56492728777482,58.208183952933865
100,85,Suburban,Silver,59,4.46,Evening,Economy,110,329.4837131421355,336.3375224693946,6.853809327259114,2.080166349315864
61,38,Rural,Silver,100,4.34,Evening,Premium,78,383.3178042225475,350.04240264559803,-33.27540157694949,-8.680891210999002
33,18,Suburban,Gold,7,4.01,Night,Economy,105,313.06815696851334,389.90517677324726,76.83701980473393,24.54322424508404
39,22,Rural,Gold,63,3.87,Evening,Premium,170,706.6896358975697,817.8790766416789,111.18944074410922,15.733843415276214
37,5,Urban,Silver,75,3.88,Evening,Premium,26,142.6153122038585,255.4260188275819,112.8107066237234,79.10139863696295
95,53,Suburban,Silver,6,4.01,Afternoon,Premium,158,708.8224028092762,690.5900617521629,-18.23234105711333,-2.5722015817859427
28,6,Suburban,Gold,54,4.03,Afternoon,Premium,168,593.065918046481,1011.429957432473,418.364039385992,70.54258669323889
66,17,Urban,Gold,84,4.47,Night,Economy,139,604.3834014812801,801.6257938072488,197.2423923259687,32.63530928257599
60,11,Suburban,Gold,18,4.29,Evening,Economy,26,100.2582627032478,152.9334794483276,52.67521674507981,52.53952674303963
94,34,Suburban,Gold,99,4.54,Afternoon,Premium,155,685.7612504810801,687.173989652103,1.412739171022963,0.20601035273309598
63,12,Urban,Silver,54,4.47,Evening,Premium,140,446.41301231617626,665.319988278774,218.9069759625977,49.03687166886496
38,8,Suburban,Silver,59,4.44,Night,Premium,75,291.107936848218,471.38495620484804,180.27701935663003,61.92789564876256
35,21,Suburban,Silver,13,4.14,Morning,Premium,36,193.64239387562827,227.30685014533609,33.66445626970781,17.384858550824188
83,64,Suburban,Gold,78,4.01,Evening,Economy,109,304.52612995371493,298.6529050045306,-5.873224949184305,-1.9286440050569649
62,14,Rural,Silver,33,4.23,Morning,Premium,85,386.834933294766,547.5742870703461,160.73935377558013,41.55244005667338
88,48,Urban,Gold,52,4.52,Night,Economy,92,230.83258579661484,221.1431935745616,-9.689392222053243,-4.19758423127942
68,11,Rural,Silver,89,3.66,Evening,Economy,93,333.9106726820272,513.9297325080794,180.01905982605217,53.91234080064243
84,64,Urban,Regular,34,4.13,Evening,Premium,99,353.8098038704909,347.329844201771,-6.479959668719914,-1.8314810945973246
40,10,Urban,Regular,60,3.87,Night,Premium,79,293.19813425701705,448.5863844947627,155.38825023774564,52.997694078616654
93,20,Urban,Regular,38,4.78,Afternoon,Premium,144,447.083068843808,571.8847717131092,124.80170286930121,27.91465648476652
57,44,Urban,Gold,78,3.53,Evening,Economy,153,584.888884974888,537.1297530072218,-47.759131967666235,-8.165505140299727
67,16,Suburban,Gold,24,4.52,Evening,Premium,150,488.1872511532145,662.9487544777121,174.7615033244976,35.79804735000132
68,16,Urban,Silver,91,4.49,Night,Economy,77,246.7577555097292,335.4590070839723,88.70125157424312,35.94669249240508
38,22,Urban,Gold,60,3.6,Morning,Premium,104,312.1731588463509,360.80240743905375,48.62924859270288,15.577652086558091
49,28,Urban,Silver,61,3.9,Evening,Premium,172,576.281119337865,605.9538650636329,29.672745725767868,5.149005360415284
98,59,Urban,Regular,55,4.6,Morning,Economy,100,381.391205400882,376.5418423338222,-4.849363067059755,-1.2714931541126042
47,9,Suburban,Gold,38,4.06,Morning,Economy,141,543.7702542024564,864.2570615628873,320.48680736043093,58.93790711860222
27,11,Urban,Regular,97,4.78,Evening,Premium,137,472.5224037960476,690.3973653423323,217.87496154628462,46.108916698122286
59,29,Urban,Regular,68,4.4,Night,Premium,88,286.05897011629656,299.33646030849593,13.277490192199366,4.641522056379296
56,20,Urban,Regular,74,4.05,Evening,Economy,25,88.95619552388446,109.44901353313578,20.492818009251323,23.036976669881376
50,39,Urban,Gold,62,3.95,Morning,Premium,135,646.9811778631195,581.2205751696288,-65.76060269349068,-10.164221919204506
93,37,Urban,Gold,37,4.75,Night,Economy,76,292.9246564000302,280.4866203694906,-12.438036030539593,-4.246155370940741
46,22,Rural,Regular,97,3.51,Morning,Economy,100,395.769846813748,462.2543540182403,66.48450720449227,16.798780336537448
56,19,Suburban,Silver,16,4.46,Evening,Premium,86,279.6798100890559,351.29076801951265,71.61095793045678,25.60462190948083
37,16,Suburban,Gold,8,4.5,Evening,Economy,46,192.50297743378897,252.00169629810992,59.49871886432095,30.907947325014966
85,58,Urban,Regular,85,4.1,Night,Premium,92,351.77029329216225,342.4924001753795,-9.277893116782764,-2.637486249891211
27,7,Urban,Regular,89,3.6,Morning,Premium,120,555.4019371049674,914.2365667926666,358.83462968769925,64.6080983365173
44,16,Rural,Silver,31,3.96,Night,Premium,122,395.3781570382596,522.4201776666057,127.04202062834611,32.131775204782656
75,51,Suburban,Regular,68,3.65,Afternoon,Premium,66,261.5103067801241,248.85180537053438,-12.658501409589718,-4.8405363312249445
21,11,Urban,Gold,46,3.84,Morning,Economy,103,397.5648404411393,575.5689890362603,178.00414859512097,44.77361438642485
42,29,Suburban,Silver,67,4.59,Morning,Premium,153,735.2764383329761,753.4490681446647,18.17262981168858,2.4715370796988534
25,15,Suburban,Silver,100,4.9,Night,Premium,94,289.4570095389695,381.1626790273461,91.7056694883766,31.68196535797842
67,46,Suburban,Regular,92,4.72,Morning,Economy,32,97.6750013649232,91.1623098217514,-6.5126915431717975,-6.667715845572149
29,6,Suburban,Silver,24,4.37,Afternoon,Economy,50,197.46392160702555,337.2552323619459,139.79131075492035,70.7933427115461
100,70,Urban,Gold,42,4.9,Night,Premium,167,762.8822843495781,766.3998040123638,3.5175196627857304,0.4610828872222029
37,10,Suburban,Gold,27,4.26,Afternoon,Economy,143,512.44939271165,780.8655567593605,268.4161640477105,52.37905788655027
31,14,Urban,Gold,37,4.3,Night,Premium,103,484.4661863877365,659.2104680271067,174.74428163937017,36.06944850832494
49,12,Suburban,Silver,30,4.37,Afternoon,Premium,84,353.01840875622844,517.4778538761948,164.45944511996635,46.586648469522544
42,19,Rural,Regular,56,4.84,Evening,Premium,144,539.7316715337728,666.2052095849601,126.47353805118735,23.432669365461443
61,5,Rural,Regular,48,4.15,Morning,Economy,29,114.16365482248573,210.68633716491212,96.52268234242639,84.54764565177116
24,7,Suburban,Gold,85,4.36,Night,Economy,169,521.4080460440558,854.4028006104821,332.9947545664263,63.86452167220493
20,10,Rural,Regular,18,4.28,Evening,Premium,123,450.3878805106937,669.3360221260372,218.94814161534345,48.61324007366243
22,9,Urban,Silver,36,4.51,Evening,Premium,10,82.69156896202661,126.90556722303285,44.21399826100624,53.468568580806675
98,87,Suburban,Regular,59,4.26,Afternoon,Economy,13,34.57409278115731,35.292639975492996,0.7185471943356845,2.0782821371014797
30,14,Urban,Silver,64,4.45,Afternoon,Economy,147,535.1718879088473,727.154765154417,191.98287724556963,35.87312442657095
32,13,Urban,Regular,75,4.56,Evening,Premium,111,333.4011668412356,465.68864511998214,132.28747827874656,39.67816895546181
22,12,Urban,Silver,49,4.88,Night,Premium,35,179.8388198801664,253.91037212676625,74.07155224659985,41.18774372293847
62,8,Urban,Silver,13,4.2,Night,Premium,65,241.9912178461052,403.6770633860329,161.6858455399277,66.81475756808337
51,27,Urban,Gold,8,4.31,Night,Economy,92,369.3803924019288,396.1096981401935,26.729305738264657,7.236254627500656
85,74,Suburban,Regular,82,3.92,Evening,Premium,177,704.3001292247022,700.9629678799062,-3.3371613447960726,-0.4738265983948689
28,9,Urban,Silver,26,3.95,Night,Premium,114,466.9720738288303,723.2050584072671,256.2329845784368,54.87115802825494
93,70,Suburban,Silver,21,3.81,Evening,Economy,12,41.12164471941277,41.0462010960755,-0.0754436233372715,-0.18346450841655162
36,9,Suburban,Silver,53,4.46,Night,Premium,127,404.02979977887577,632.9044251610973,228.8746253822215,56.64795653872161
80,22,Rural,Gold,17,4.4,Morning,Economy,141,423.75441798529033,514.3641434735982,90.6097254883079,21.38260314054194
60,24,Rural,Regular,18,4.16,Morning,Premium,45,165.72466245477892,189.54981336085865,23.825150906079728,14.376346014631869
97,45,Urban,Silver,90,3.71,Morning,Premium,151,578.8213877560842,555.3900937345127,-23.43129402157149,-4.048104392342436
53,14,Suburban,Silver,24,3.99,Afternoon,Premium,161,707.4493979183783,990.912936867364,283.46353894898573,40.068383658683985
79,22,Rural,Silver,53,3.96,Evening,Premium,126,542.8095730212775,658.2084327663432,115.39885974506569,21.25954763523343
44,24,Urban,Silver,55,4.08,Afternoon,Premium,137,513.9900766589533,576.5282928150397,62.53821615608638,12.167203025124204
34,12,Suburban,Regular,3,4.83,Night,Premium,62,298.3556200090825,428.77486478572973,130.41924477664725,43.71268246017188
55,12,Urban,Silver,96,4.66,Morning,Premium,48,183.2701656673754,270.6197342673922,87.34956860001677,47.6616410979576
49,29,Suburban,Regular,35,4.8,Evening,Premium,160,468.3069201504469,484.19511875299474,15.888198602547845,3.3926892640073842
72,54,Rural,Regular,68,3.85,Afternoon,Economy,74,220.4983368386397,210.37503344677552,-10.12330339186417,-4.591101927119018
72,27,Urban,Gold,76,3.97,Morning,Premium,70,265.94661511348426,292.1053222449712,26.15870713148695,9.8360744769489
99,6,Suburban,Gold,49,4.32,Afternoon,Economy,113,311.4894374116108,576.2336557076044,264.74421829599356,84.99300024294345
21,10,Rural,Regular,22,4.42,Morning,Economy,151,647.8477765247827,964.3104282343978,316.4626517096151,48.84830405796865
50,25,Urban,Silver,89,4.74,Afternoon,Economy,107,383.9141419544756,426.0304531265686,42.11631117209299,10.970242189485983
61,35,Rural,Silver,4,4.77,Morning,Premium,115,557.916185756397,532.2850139367263,-25.631171819670726,-4.594090021769339
24,5,Rural,Silver,57,4.96,Night,Premium,70,228.7960083986281,402.14906939653093,173.35306099790284,75.7675198143633
31,17,Rural,Silver,71,4.46,Evening,Premium,55,237.76862211931405,301.79482284207313,64.02620072275909,26.92794370933868
